"id","loc","year","mes","day","gh9","gh10","gh11","gh12","gh13","gh14","gh15","gh16","ghext9","ghext10","ghext11","ghext12","ghext13","ghext14","ghext15","ghext16","kh9","kh10","kh11","kh12","kh13","kh14","kh15","kh16","gd","gdext","kd","gh9_diaprevio","gh10_diaprevio","gh11_diaprevio","gh12_diaprevio","gh13_diaprevio","gh14_diaprevio","gh15_diaprevio","gh16_diaprevio","gd_previo","gdext_previo","kd_previo","t9_12_diaprevio","t13_15_diaprevio","h8_diaprevio","h14_diaprevio","t_dia_diaprevio","preciptac_dia_diaprevio","Predicc_temp_day_C","Predicc_Relative_humidity_day_0_1","Predicc_cloudy_sky_day_0_1","Predicc_temp_10_11_12_C","Predicc_temp_13_14_15_C","Predicc_R_hum_10_11_12","Predicc_R_hum_13_14_15","Predicc_cloudy_10_11_12","Predicc_cloudy_13_14_15","Predic_Gd","Predic_Kd","Today_cluster14_semiautom","Today_cluster14_experts","kd_predicted_rf_basic_prediction"
1376,"AB",2011,3,27,513.9,672.2,769.4,716.7,502.8,238.9,338.9,219.4,674.8,869.6,1007.4,1078.8,1078.8,1007.4,869.6,674.8,0.762,0.773,0.764,0.664,0.466,0.237,0.39,0.325,4430.6,8455.2,0.524,447.2,619.4,725,641.7,630.6,475,344.4,469.4,4952.8,8390.5,0.59,5.6,19,97,48,12.4,0.1,12.4,0.588,0.395,15.15,16.65,0.382,0.367,0.239,0.397,6236.7,0.738,"c07","c03",0.5508527
18059,"MU",2014,7,22,644.4,800,908.3,966.7,969.4,913.9,797.2,644.4,869.8,1048.9,1175.5,1241.1,1241.1,1175.5,1048.9,869.8,0.741,0.763,0.773,0.779,0.781,0.777,0.76,0.741,8175,11072.3,0.738,655.6,813.9,927.8,986.1,986.1,916.7,800,644.4,8297.2,11097.7,0.748,25.8,34.4,56,44,28.4,0,24.1,0.74,0,25.55,26.35,0.675,0.62,0,0,8281.4,0.748,"c01","c01",0.729472833333333
26733,"TO",2015,5,27,672.2,827.8,938.9,994.4,994.4,941.7,841.7,688.9,877.5,1051.6,1174.8,1238.5,1238.5,1174.8,1051.6,877.5,0.766,0.787,0.799,0.803,0.803,0.802,0.8,0.785,8669.4,11222.4,0.773,677.8,838.9,952.8,1008.3,1002.8,947.2,838.9,686.1,8719.4,11199.4,0.779,16.3,26.9,50,22,21.2,0,17.7,0.521,0,19.25,23.417,0.456,0.376,0,0,8903.6,0.793,"c01","c01",0.772999166666668
12845,"MM",2014,4,26,222.2,372.2,616.7,838.9,427.8,633.3,563.9,575,799.5,982.3,1111.5,1178.4,1178.4,1111.5,982.3,799.5,0.278,0.379,0.555,0.712,0.363,0.57,0.574,0.719,4905.6,10077,0.487,636.1,797.2,886.1,966.7,969.4,897.2,772.2,613.9,7772.2,10027.1,0.775,8,15.8,56,30,11.8,0,11.9,0.748,0.404,12.95,16.55,0.702,0.621,0.858,0.336,6116.7,0.607,"c06","c06",0.501934299999999
2052,"AB",2013,3,7,141.7,86.1,88.9,183.3,186.1,86.1,69.4,116.7,561,757.1,895.9,967.7,967.7,895.9,757.1,561,0.253,0.114,0.099,0.189,0.192,0.096,0.092,0.208,1236.1,7113.9,0.174,272.2,400,302.8,372.2,366.7,191.7,516.7,344.4,3055.6,7045.8,0.434,7.3,14.8,96,61,10.8,0.1,12.8,0.784,0.295,14.183,16.75,0.688,0.693,0.97,0.587,2868,0.403,"c14","c14",0.287337366666667
11827,"MM",2010,10,25,233.3,436.1,577.8,611.1,641.7,583.3,461.1,300,435.1,623.9,757.4,826.5,826.5,757.4,623.9,435.1,0.536,0.699,0.763,0.739,0.776,0.77,0.739,0.689,4058.3,5695.3,0.713,288.9,444.4,541.7,605.6,619.4,563.9,388.9,133.3,3747.2,5758.5,0.651,5.6,21.8,92,35,14.6,0,12.2,0.471,0.251,14.45,15.45,0.335,0.248,1,0.004,4436.4,0.779,"c02","c01",0.681446966666666
5224,"AL",2014,5,4,636.1,800,908.3,933.3,975,913.9,786.1,625,833.9,1019.5,1150.8,1218.8,1218.8,1150.8,1019.5,833.9,0.763,0.785,0.789,0.766,0.8,0.794,0.771,0.75,7916.7,10531.3,0.752,630.6,794.4,913.9,969.4,966.7,902.8,780.6,622.2,7863.9,10491.3,0.75,18.6,20.9,40,55,16.6,0,16.7,0.717,0.001,18.317,19.283,0.699,0.637,0,0.001,8161.4,0.775,"c01","c01",0.741403466666668
15838,"MU",2007,10,26,286.1,452.8,575,641.7,708.3,525,427.8,238.9,461.1,656.4,794.5,866.1,866.1,794.5,656.4,461.1,0.621,0.69,0.724,0.741,0.818,0.661,0.652,0.518,4066.7,6008.4,0.677,319.4,372.2,269.4,338.9,244.4,66.7,155.6,261.1,2336.1,6069,0.385,11.8,18,93,64,15.4,0,16.4,0.689,0.033,19.55,20.35,0.497,0.522,0,0,4416.8,0.735,"c03","c02",0.6757532
11967,"MM",2011,5,8,638.9,777.8,822.2,983.3,972.2,900,788.9,627.8,837.1,1015.7,1142,1207.3,1207.3,1142,1015.7,837.1,0.763,0.766,0.72,0.814,0.805,0.788,0.777,0.75,8016.7,10615.2,0.755,19.4,30.6,91.7,419.4,697.2,266.7,313.9,658.3,3344.4,10574.8,0.316,12.9,15.5,92,58,13.7,8.8,13.9,0.612,0,17.55,19.95,0.424,0.378,0,0,8684.5,0.818,"c01","c01",0.726613166666667
16726,"MU",2010,7,8,611.1,777.8,900,961.1,877.8,416.7,408.3,636.1,887.8,1063.9,1188.4,1252.9,1252.9,1188.4,1063.9,887.8,0.688,0.731,0.757,0.767,0.701,0.351,0.384,0.717,7058.3,11354.7,0.622,658.3,816.7,919.4,980.6,980.6,922.2,811.1,650,8372.2,11368.9,0.736,23.2,33.3,67,32,26.8,0,24.6,0.644,0.004,26.45,25.95,0.616,0.666,0,0.031,8412.5,0.741,"c03","c02",0.661387866666669
12190,"MM",2012,2,13,297.2,463.9,577.8,641.7,641.7,583.3,463.9,283.3,410.5,600,733.9,803.3,803.3,733.9,600,410.5,0.724,0.773,0.787,0.799,0.799,0.795,0.773,0.69,4119.4,5441,0.757,297.2,463.9,588.9,652.8,647.2,586.1,466.7,300,4225,5379.4,0.785,-6.5,6.4,68,27,-0.6,0,1,0.504,0.024,2.983,6.05,0.433,0.42,0,0.003,4331.7,0.796,"c01","c01",0.748716233333333
26907,"TO",2015,11,27,183.3,333.3,444.4,497.2,508.3,411.1,327.8,197.2,283.6,467.6,597.8,665.2,665.2,597.8,467.6,283.6,0.647,0.713,0.743,0.747,0.764,0.688,0.701,0.696,2963.9,4140.7,0.716,186.1,341.7,461.1,494.4,494.4,402.8,305.6,183.3,2947.2,4174.3,0.706,11.3,17.2,34,34,12.4,0,9.4,0.754,0.129,11.917,15.217,0.63,0.482,0.662,0.008,3078.6,0.743,"c02","c01",0.6758798
8704,"BI",2009,4,5,155.6,166.7,205.6,130.6,216.7,275,225,180.6,687.5,868.2,996,1062.2,1062.2,996,868.2,687.5,0.226,0.192,0.206,0.123,0.204,0.276,0.259,0.263,1927.8,8611.5,0.224,194.4,313.9,180.6,197.2,175,191.7,186.1,227.8,2055.6,8543.2,0.241,9.9,13.2,79,79,11.6,0.5,10.8,0.839,0.821,13.95,16.45,0.694,0.577,0.963,0.415,5473,0.636,"c12","c12",0.2808954
7996,"BA",2015,11,23,169.4,313.9,430.6,480.6,475,411.1,302.8,152.8,274.7,455.4,583.2,649.3,649.3,583.2,455.4,274.7,0.617,0.689,0.738,0.74,0.732,0.705,0.665,0.556,2805.6,4030.4,0.696,127.8,330.6,455.6,500,486.1,422.2,313.9,138.9,2811.1,4069,0.691,8.9,13.6,61,38,11.1,0,9.3,0.431,0.213,9.617,10.717,0.403,0.373,0,0,2858.9,0.709,"c02","c02",0.678139400000001
10785,"BI",2015,8,12,530.6,672.2,794.4,866.7,802.8,494.4,355.6,150,799.1,970.5,1091.7,1154.4,1154.4,1091.7,970.5,799.1,0.664,0.693,0.728,0.751,0.695,0.453,0.366,0.188,5322.2,10127.8,0.526,469.4,705.6,702.8,563.9,719.4,791.7,652.8,525,6033.3,10177.7,0.593,19.1,25.6,88,67,21.4,0,22,0.796,0.181,26.35,27.183,0.582,0.583,0,0.011,7365.6,0.727,"c07","c03",0.564877600000001
24308,"TO",2008,4,27,438.9,633.3,691.7,925,913.9,861.1,750,577.8,805.7,989.7,1119.7,1187.1,1187.1,1119.7,989.7,805.7,0.545,0.64,0.618,0.779,0.77,0.769,0.758,0.717,6977.8,10156,0.687,600,769.4,891.7,950,919.4,838.9,711.1,508.3,7377.8,10107.9,0.73,15.4,27.4,58,25,20.2,0,22,0.382,0.159,26.95,29.45,0.248,0.193,0.982,0,8467.2,0.834,"c02","c01",0.687891833333334
14267,"MA",2012,1,21,200,397.2,508.3,563.9,533.3,463.9,291.7,230.6,351.1,545.3,682.6,753.7,753.7,682.6,545.3,351.1,0.57,0.728,0.745,0.748,0.708,0.68,0.535,0.657,3300,4870.8,0.678,233.3,397.2,516.7,566.7,566.7,505.6,366.7,225,3480.6,4832.2,0.72,7.1,16.5,88,55,10.4,0,10.6,0.811,0.004,14.317,16.117,0.581,0.551,0.002,0.024,3575.4,0.734,"c02","c02",0.673243766666666
13443,"MA",2007,7,13,633.3,786.1,900,961.1,961.1,911.1,805.6,661.1,883.9,1063.9,1191.3,1257.2,1257.2,1191.3,1063.9,883.9,0.717,0.739,0.755,0.764,0.764,0.765,0.757,0.748,8277.8,11266.9,0.735,644.4,780.6,894.4,922.2,872.2,911.1,786.1,608.3,7936.1,11284,0.703,23.4,29.7,60,38,25.3,0,23.5,0.641,0,27.35,27.25,0.486,0.488,0,0,8692.8,0.772,"c01","c01",0.719987200000001
23724,"ST",2015,4,19,580.6,580.6,319.4,272.2,363.9,783.3,663.9,486.1,754.6,931,1055.8,1120.3,1120.3,1055.8,931,754.6,0.769,0.624,0.303,0.243,0.325,0.742,0.713,0.644,4900,9495.5,0.516,505.6,711.1,688.9,519.4,538.9,422.2,622.2,327.8,4933.3,9435.1,0.523,12.5,14.2,92,83,13,0.2,12.6,0.802,0.073,13.383,13.65,0.754,0.797,0.045,0.008,7115,0.749,"c05","c05",0.569707333333333
18607,"SS",2007,6,7,655.6,802.8,908.3,963.9,972.2,925,702.8,625,882.6,1045.5,1160.7,1220.3,1220.3,1160.7,1045.5,882.6,0.743,0.768,0.783,0.79,0.797,0.797,0.672,0.708,8444.4,11412.5,0.74,472.2,688.9,913.9,955.6,961.1,913.9,822.2,675,7638.9,11397.1,0.67,13,17.8,96,76,15.6,0,17.1,0.893,0.363,20.55,20.15,0.768,0.805,0.594,0,8982.9,0.787,"c01","c01",0.661111833333334
9142,"BI",2010,8,4,191.7,266.7,536.1,586.1,652.8,436.1,172.2,302.8,824.6,993.6,1113.1,1174.9,1174.9,1113.1,993.6,824.6,0.232,0.268,0.482,0.499,0.556,0.392,0.173,0.367,3602.8,10504.3,0.343,405.6,563.9,797.2,916.7,883.3,375,216.7,316.7,5252.8,10547.7,0.498,17.5,25,90,52,20.4,2.2,18.6,0.813,0.565,22.65,21.05,0.627,0.709,0.107,0.781,5530.3,0.526,"c09","c08",0.3722968
20910,"SS",2015,5,24,213.9,280.6,266.7,86.1,111.1,80.6,77.8,63.9,864,1029.9,1147.2,1207.9,1207.9,1147.2,1029.9,864,0.248,0.272,0.232,0.071,0.092,0.07,0.076,0.074,1436.1,11101.6,0.129,36.1,97.2,688.9,877.8,805.6,658.3,452.8,305.6,4077.8,11071.7,0.368,11.2,13.7,80,72,12.7,0.7,15.1,0.888,0.989,15.083,15.883,0.899,0.9,0.99,0.995,2955,0.266,"c14","c13",0.1775067
3884,"AL",2010,7,5,616.7,769.4,877.8,938.9,936.1,855.6,666.7,502.8,890,1065,1188.8,1252.9,1252.9,1188.8,1065,890,0.693,0.722,0.738,0.749,0.747,0.72,0.626,0.565,7572.2,11396.9,0.664,536.1,575,722.2,938.9,863.9,727.8,550,191.7,6044.4,11408.7,0.53,24.2,30.8,58,31,26.8,0,25.7,0.497,0,28.85,28.45,0.448,0.493,0,0,8483.7,0.744,"c02","c02",0.678551666666665
9363,"BI",2011,4,16,530.6,691.7,680.6,627.8,475,755.6,680.6,527.8,742.3,920.1,1045.8,1111,1111,1045.8,920.1,742.3,0.715,0.752,0.651,0.565,0.428,0.722,0.74,0.711,5969.4,9326.8,0.64,522.2,463.9,450,550,519.4,594.4,469.4,322.2,4680.6,9264.7,0.505,9.1,17.6,86,58,12.4,0,12.1,0.659,0.006,17.65,17.65,0.544,0.364,0.018,0,7139.4,0.765,"c02","c02",0.661089566666666
5109,"AL",2014,1,8,175,350,450,508.3,511.1,450,336.1,155.6,286.7,474.2,606.9,675.6,675.6,606.9,474.2,286.7,0.61,0.738,0.741,0.752,0.757,0.741,0.709,0.543,3013.9,4197.8,0.718,166.7,269.4,427.8,441.7,458.3,386.1,333.3,183.3,2719.4,4175.1,0.651,5.5,18.8,77,32,12.3,0,10.1,0.845,0.589,13.95,15.817,0.687,0.68,0.775,0.668,3193.8,0.761,"c02","c02",0.607454733333332
1063,"AB",2010,5,8,500,591.7,655.6,705.6,708.3,872.2,825,638.9,842.1,1024.5,1153.5,1220.2,1220.2,1153.5,1024.5,842.1,0.594,0.578,0.568,0.578,0.58,0.756,0.805,0.759,6505.6,10662.3,0.61,541.7,588.9,591.7,444.4,533.3,411.1,419.4,194.4,4547.2,10624.3,0.428,11,18.4,78,47,14.2,0.2,13.5,0.676,0.208,16.35,18.75,0.525,0.462,0.233,0,7564.8,0.709,"c08","c02",0.613304066666668
5669,"AL",2015,8,8,269.4,336.1,519.4,280.6,497.2,544.4,247.2,127.8,832,1015.6,1145.4,1212.6,1212.6,1145.4,1015.6,832,0.324,0.331,0.454,0.231,0.41,0.475,0.243,0.154,3302.8,10516.4,0.314,311.1,452.8,461.1,669.4,816.7,752.8,627.8,350,5197.2,10554.9,0.492,28.8,32.2,69,53,30,0,29.1,0.616,0.532,31.917,32.983,0.423,0.414,0.295,0.677,6009.8,0.571,"c09","c09",0.408227733333333
16035,"MU",2008,6,2,661.1,819.4,944.4,905.6,1063.9,980.6,830.6,630.6,887.4,1064.8,1190.2,1255.2,1255.2,1190.2,1064.8,887.4,0.745,0.77,0.793,0.721,0.848,0.824,0.78,0.711,7902.8,11339.3,0.697,597.2,822.2,938.9,538.9,938.9,619.4,805.6,552.8,6580.6,11323.3,0.581,17.6,24.4,86,48,20.8,0,20.4,0.657,0.169,24.15,23.85,0.524,0.507,0,0,8647.2,0.763,"c01","c01",0.694228233333334
11492,"MM",2009,9,9,466.7,633.3,747.2,813.9,825,719.4,633.3,463.9,698.1,885.3,1017.7,1086.3,1086.3,1017.7,885.3,698.1,0.669,0.715,0.734,0.749,0.759,0.707,0.715,0.665,6077.8,8741.4,0.695,466.7,622.2,733.3,800,808.3,663.9,561.1,444.4,5672.2,8803.3,0.644,20.4,29.7,75,49,25.6,0.7,24,0.332,0.876,26.75,29.25,0.227,0.233,0.811,0.989,7849.3,0.898,"c02","c01",0.627057866666666
7378,"BA",2014,2,14,272.2,361.1,486.1,591.7,594.4,497.2,427.8,238.9,403.7,590.7,723,791.4,791.4,723,590.7,403.7,0.674,0.611,0.672,0.748,0.751,0.688,0.724,0.592,3675,5355.3,0.686,175,330.6,516.7,602.8,602.8,533.3,397.2,263.9,3563.9,5292.5,0.673,12.9,20,62,40,16.6,0,12.8,0.844,0.169,13.983,15.083,0.754,0.767,0,0.014,3850.1,0.719,"c02","c02",0.672793966666667
18777,"SS",2007,12,19,97.2,219.4,188.9,250,308.3,258.3,105.6,63.9,185.7,358.1,480.1,543.3,543.3,480.1,358.1,185.7,0.524,0.613,0.393,0.46,0.568,0.538,0.295,0.344,1502.8,3149.4,0.477,72.2,133.3,194.4,230.6,147.2,211.1,127.8,72.2,1200,3153.8,0.38,4.4,7.8,77,67,6.2,0,9.3,0.683,0.954,11.85,12.15,0.616,0.587,0.975,0.989,2532.6,0.804,"c04","c07",0.433144233333334
24302,"TO",2008,4,21,588.9,761.1,713.9,708.3,686.1,630.6,627.8,277.8,783.9,969.9,1101.4,1169.5,1169.5,1101.4,969.9,783.9,0.751,0.785,0.648,0.606,0.587,0.573,0.647,0.354,6008.3,9856.2,0.61,313.9,344.4,263.9,558.3,666.7,561.1,313.9,294.4,4119.4,9803.7,0.42,8,13.1,88,66,10.9,2.7,11.8,0.643,0.211,15.15,17.55,0.491,0.378,0,0.039,7761.8,0.788,"c03","c02",0.621977666666669
11015,"MM",2007,9,9,441.7,644.4,708.3,786.1,630.6,441.7,305.6,211.1,698.1,885.3,1017.7,1086.3,1086.3,1017.7,885.3,698.1,0.633,0.728,0.696,0.724,0.58,0.434,0.345,0.302,4711.1,8741.4,0.539,511.1,672.2,783.3,838.9,833.3,769.4,655.6,511.1,6433.3,8803.3,0.731,18.8,29.3,49,38,25.2,0,22.1,0.483,0.511,27.35,28.15,0.392,0.409,0.972,0.886,6703.8,0.767,"c07","c03",0.556493366666666
9645,"BI",2012,3,7,286.1,402.8,352.8,336.1,313.9,422.2,358.3,227.8,512.4,696.1,826,893.2,893.2,826,696.1,512.4,0.558,0.579,0.427,0.376,0.351,0.511,0.515,0.445,2913.9,6515.4,0.447,130.6,155.6,188.9,247.2,244.4,194.4,344.4,244.4,2000,6442,0.31,4.7,10.5,90,69,8.1,2.9,8.7,0.726,0.58,10.083,13.417,0.555,0.432,0.625,0.832,4483.8,0.688,"c05","c05",0.4573867
14044,"MA",2011,4,29,83.3,61.1,77.8,116.7,138.9,216.7,208.3,186.1,825.1,1016.5,1151.9,1222,1222,1151.9,1016.5,825.1,0.101,0.06,0.068,0.095,0.114,0.188,0.205,0.226,1255.6,10388.4,0.121,613.9,777.8,905.6,972.2,969.4,891.7,772.2,588.9,7708.3,10347.3,0.745,16.7,24.7,69,40,18.3,0.8,16.4,0.805,0.817,17.75,17.55,0.826,0.822,1,1,2355.2,0.227,"c14","c14",0.188157166666667
5605,"AL",2015,6,4,672.2,827.8,938.9,997.2,1000,925,822.2,663.9,888.9,1065.2,1189.8,1254.4,1254.4,1189.8,1065.2,888.9,0.756,0.777,0.789,0.795,0.797,0.777,0.772,0.747,8466.7,11370.1,0.745,669.4,800,936.1,997.2,1002.8,950,827.8,669.4,8461.1,11355.6,0.745,24.2,28.3,30,26,23.4,0,22.7,0.456,0,26.217,27.383,0.359,0.342,0,0,8872.1,0.78,"c01","c01",0.746678033333333
19263,"SS",2009,6,13,644.4,800,863.9,455.6,511.1,555.6,736.1,541.7,886.6,1048.7,1163.3,1222.7,1222.7,1163.3,1048.7,886.6,0.727,0.763,0.743,0.373,0.418,0.478,0.702,0.611,6536.1,11482.3,0.569,666.7,805.6,908.3,958.3,958.3,908.3,808.3,669.4,8541.7,11473.4,0.744,17.6,20.1,88,83,18.3,0,18.2,0.865,0.305,20.95,20.35,0.762,0.755,0.957,0.991,9996.6,0.871,"c05","c05",0.561472933333333
22881,"ST",2012,9,22,425,591.7,697.2,641.7,644.4,655.6,488.9,375,601.3,781.9,909.6,975.8,975.8,909.6,781.9,601.3,0.707,0.757,0.766,0.658,0.66,0.721,0.625,0.624,4994.4,7543.1,0.662,427.8,572.2,691.7,750,713.9,538.9,500,375,5083.3,7614.2,0.668,18.6,21.2,94,85,20,0,20.7,0.826,0.265,21.283,21.817,0.785,0.801,0.105,0.084,5296,0.702,"c02","c02",0.636982766666667
23715,"ST",2015,4,10,227.8,422.2,652.8,669.4,888.9,747.2,519.4,513.9,712.1,891,1017.6,1083.1,1083.1,1017.6,891,712.1,0.32,0.474,0.642,0.618,0.821,0.734,0.583,0.722,5016.7,8928.6,0.562,472.2,647.2,744.4,625,641.7,183.3,75,113.9,4005.6,8862.6,0.452,13.4,14.8,68,82,13.7,1.5,13.7,0.778,0.62,13.483,13.517,0.814,0.849,0.707,0.063,4655.7,0.521,"c08","c02",0.488238700000001
19445,"SS",2009,12,25,47.2,222.2,344.4,366.7,369.4,152.8,186.1,77.8,185.9,358.5,480.5,543.7,543.7,480.5,358.5,185.9,0.254,0.62,0.717,0.674,0.679,0.318,0.519,0.418,1777.8,3152.7,0.564,25,138.9,119.4,197.2,238.9,58.3,172.2,25,977.8,3148.6,0.311,13,16.8,67,57,11.1,3.7,8.3,0.673,0.397,10.65,11.65,0.539,0.495,0,0,2203.7,0.699,"c04","c04",0.573367766666667
286,"AB",2008,2,7,266.7,438.9,558.3,625,636.1,569.4,450,272.2,396.8,589.1,725,795.4,795.4,725,589.1,396.8,0.672,0.745,0.77,0.786,0.8,0.785,0.764,0.686,3972.2,5317.5,0.747,252.8,419.4,547.2,613.9,611.1,561.1,455.6,294.4,3930.6,5261.3,0.747,1.8,14.2,93,46,10.4,0,8.9,0.672,0.47,14.25,16.55,0.451,0.343,0.698,0.863,4548.2,0.855,"c01","c01",0.699782833333335
19780,"SS",2012,1,11,130.6,266.7,372.2,425,422.2,372.2,263.9,97.2,214.5,388.8,512.1,575.9,575.9,512.1,388.8,214.5,0.609,0.686,0.727,0.738,0.733,0.727,0.679,0.453,2372.2,3421.7,0.693,130.6,266.7,372.2,427.8,430.6,372.2,269.4,136.1,2422.2,3394.8,0.714,3,6.8,95,82,5.6,0,7.1,0.813,0.023,9.117,11.05,0.696,0.682,0,0.029,2434.5,0.711,"c03","c02",0.6724179
5995,"BA",2007,12,6,138.9,208.3,361.1,391.7,380.6,319.4,191.7,75,234.5,413.2,539.5,604.9,604.9,539.5,413.2,234.5,0.592,0.504,0.669,0.647,0.629,0.592,0.464,0.32,2086.1,3640,0.573,138.9,277.8,377.8,430.6,419.4,358.3,258.3,75,2366.7,3662.3,0.646,10.8,18.2,75,53,14.6,0,10.9,0.855,0.55,13.85,13.95,0.768,0.764,0.941,0.471,2912.3,0.8,"c07","c03",0.504524500000001
25221,"TO",2010,12,27,158.3,308.3,352.8,433.3,444.4,416.7,280.6,97.2,242.9,425,553.8,620.5,620.5,553.8,425,242.9,0.652,0.725,0.637,0.698,0.716,0.752,0.66,0.4,2516.7,3746,0.672,161.1,316.7,433.3,491.7,491.7,436.1,319.4,133.3,2825,3739,0.756,-3.9,5.6,78,40,1.9,0,-1.8,0.486,0.377,2.25,5.65,0.297,0.315,0.647,0.955,2918.4,0.779,"c03","c02",0.630101466666666
18478,"MU",2015,10,5,316.7,202.8,252.8,444.4,347.2,166.7,130.6,102.8,580.6,777.7,917,989.2,989.2,917,777.7,580.6,0.545,0.261,0.276,0.449,0.351,0.182,0.168,0.177,2125,7342.3,0.289,388.9,500,388.9,238.9,588.9,658.3,461.1,313.9,3916.7,7407.1,0.529,18,29.5,81,43,24,0,23.7,0.769,0.675,24.917,26.917,0.737,0.623,0.457,0.484,4067,0.554,"c13","c11",0.378594166666667
21071,"SS",2015,11,12,100,325,441.7,497.2,500,444.4,333.3,188.9,295,472.3,597.8,662.7,662.7,597.8,472.3,295,0.339,0.688,0.739,0.75,0.755,0.744,0.706,0.64,2888.9,4198,0.688,47.2,102.8,105.6,97.2,105.6,119.4,52.8,30.6,675,4249.1,0.159,11,12.4,100,100,11.8,0.1,14.2,0.827,0.77,15.017,16.617,0.753,0.753,0.928,0.481,2920.3,0.696,"c08","c02",0.537246466666665
16777,"MU",2010,8,29,547.2,630.6,794.4,661.1,766.7,788.9,722.2,547.2,763,954.1,1089.2,1159.1,1159.1,1089.2,954.1,763,0.717,0.661,0.729,0.57,0.661,0.724,0.757,0.717,6227.8,9568.8,0.651,555.6,713.9,827.8,891.7,886.1,819.4,694.4,527.8,6880.6,9620.6,0.715,27.4,32.6,55,61,28.5,0,24.9,0.747,0.053,26.15,25.65,0.64,0.663,0,0,6700.6,0.7,"c02","c01",0.665621466666668
7759,"BA",2015,3,16,336.1,588.9,686.1,725,763.9,544.4,538.9,269.4,590.1,779.4,913.2,982.5,982.5,913.2,779.4,590.1,0.57,0.756,0.751,0.738,0.777,0.596,0.691,0.457,4733.3,7429,0.637,450,605.6,702.8,775,780.6,666.7,588.9,419.4,5544.4,7357.9,0.754,8,12.7,69,60,10.2,0.1,9.8,0.75,0.149,10.517,11.283,0.759,0.711,0.016,0.212,5659.4,0.762,"c03","c02",0.626434266666667
14657,"MA",2013,3,5,69.4,230.6,472.2,444.4,469.4,261.1,155.6,69.4,574,776.3,919.4,993.5,993.5,919.4,776.3,574,0.121,0.297,0.514,0.447,0.473,0.284,0.2,0.121,2269.4,7285.4,0.312,194.4,100,116.7,266.7,319.4,280.6,216.7,100,1816.7,7220.3,0.252,12.5,14.6,85,79,14.3,10.6,14.3,0.831,0.863,14.85,15.983,0.829,0.783,0.758,0.543,3589.5,0.493,"c09","c09",0.297117066666667
2907,"AB",2015,8,2,597.2,763.9,872.2,922.2,925,869.4,761.1,625,845.1,1024.9,1152.1,1217.9,1217.9,1152.1,1024.9,845.1,0.707,0.745,0.757,0.757,0.759,0.755,0.743,0.74,7827.8,10719.6,0.73,636.1,783.3,816.7,955.6,952.8,697.2,666.7,522.2,7266.7,10754.9,0.676,21,30.9,78,34,27,0,24.5,0.647,0.218,26.95,30.883,0.528,0.373,0.012,0,7844,0.732,"c01","c01",0.708097600000001
3928,"AL",2010,8,20,541.7,672.2,813.9,883.3,877.8,822.2,708.3,536.1,795.1,982.6,1115.2,1183.9,1183.9,1115.2,982.6,795.1,0.681,0.684,0.73,0.746,0.741,0.737,0.721,0.674,6905.6,9999.3,0.691,275,366.7,338.9,152.8,622.2,516.7,502.8,225,3541.7,10046.1,0.353,22.7,26.6,85,73,25.2,2.5,25,0.731,0.009,28.25,28.15,0.616,0.558,0,0,7163.4,0.716,"c02","c01",0.683440733333332
18202,"MU",2014,12,20,163.9,316.7,427.8,488.9,488.9,433.3,319.4,163.9,271.3,458.1,590.2,658.6,658.6,590.2,458.1,271.3,0.604,0.691,0.725,0.742,0.742,0.734,0.697,0.604,2847.2,4047.5,0.703,155.6,305.6,416.7,475,477.8,422.2,313.9,169.4,2786.1,4050.4,0.688,6.8,19.6,97,74,14,0,13.6,0.799,0.148,15.15,15.783,0.775,0.759,0.389,0.296,2366.1,0.585,"c02","c02",0.657302866666666
18806,"SS",2008,1,20,125,300,416.7,477.8,466.7,391.7,308.3,155.6,246,422,546.5,610.9,610.9,546.5,422,246,0.508,0.711,0.762,0.782,0.764,0.717,0.731,0.632,2700,3723.6,0.725,136.1,313.9,400,461.1,463.9,405.6,305.6,161.1,2691.7,3684.9,0.73,11,13.8,76,69,11.2,0,9.6,0.779,0.465,14.55,14.35,0.621,0.619,0.887,0.967,3348.1,0.899,"c02","c02",0.617988633333333
6548,"BA",2009,8,17,536.1,669.4,783.3,822.2,800,738.9,641.7,488.9,790.9,969.2,1095.3,1160.6,1160.6,1095.3,969.2,790.9,0.678,0.691,0.715,0.708,0.689,0.675,0.662,0.618,6575,9978.7,0.659,541.7,625,783.3,836.1,816.7,761.1,625,502.8,6583.3,10028.9,0.656,24.9,27.5,77,80,25.6,0,25.2,0.645,0.019,27.65,27.95,0.601,0.575,0,0,7698.6,0.772,"c02","c02",0.666295999999999
20057,"SS",2012,11,1,255.6,180.6,447.2,291.7,86.1,63.9,72.2,47.2,355.4,534.8,661.7,727.4,727.4,661.7,534.8,355.4,0.719,0.338,0.676,0.401,0.118,0.097,0.135,0.133,1508.3,4810.5,0.314,230.6,383.3,488.9,477.8,558.3,500,341.7,169.4,3261.1,4871.2,0.669,10,13.5,80,62,11.2,0,14.3,0.605,0.4,17.483,15.717,0.462,0.651,0.326,0.971,2147.1,0.446,"c11","c11",0.379291066666666
